territory_id,region_name,year,gdp_per_capita
SI032,Podravska,2015,15549.32
SI033,Koroska,2015,15317.98
SI034,Savinjska,2015,17405.81
SI035,Zasavska,2015,10213.65
SI036,Posavska,2015,15792.18
SI037,Jugovzhodna Slovenija,2015,17947.6
SI038,Primorsko-notranjska,2015,14050.61
SI041,Osrednjeslovenska,2015,26540.16
SI042,Gorenjska,2015,16630.06
SI043,Goriska,2015,17276.03
SI044,Obalno-kraska,2015,18795.93
HR021,Bjelovarsko-bilogorska županija,2015,7266.14
HR022,Virovitičko-podravska županija,2015,5807.92
HR023,Požeško-slavonska županija,2015,6093.24
HR024,Brodsko-posavska županija,2015,5924.52
HR025,Osječko-baranjska županija,2015,8492.03
HR026,Vukovarsko-srijemska županija,2015,6297.72
HR027,Karlovačka županija,2015,8192.61
HR028,Sisačko-moslavačka županija,2015,8123.23
HR031,Primorsko-goranska zupanija,2015,13531.37
HR032,Licko-senjska zupanija,2015,8372.45
HR033,Zadarska zupanija,2015,8778.08
HR034,Sibensko-kninska zupanija,2015,8469.27
HR035,Splitsko-dalmatinska zupanija,2015,8467.5
HR036,Istarska zupanija,2015,13653.95
HR037,Dubrovacko-neretvanska zupanija,2015,11153.34
HR050,Grad Zagreb,2015,19664.24
HR061,Međimurska županija,2015,8859.98
HR062,Varaždinska županija,2015,8948.06
HR063,Koprivničko-križevačka županija,2015,8314.38
HR064,Krapinsko-zagorska županija,2015,6846.49
HR065,Zagrebačka županija,2015,8292.09
ME000,Crna Gora,2015,5873.89
MK001,Vardarski,2015,4731.8
MK002,Istocen,2015,4117.04
MK003,Jugozapaden,2015,3456.02
MK004,Jugoistocen,2015,5125.4
MK005,Pelagoniski,2015,4234.16
MK006,Poloski,2015,1977.95
MK007,Severoistocen,2015,2665.43
MK008,Skopski,2015,6280.0
RS110,Београдска област,2015,8474.14
RS121,Западнобачка област,2015,3985.31
RS122,Јужнобанатска област,2015,4255.51
RS123,Јужнобачка област,2015,6410.42
RS124,Севернобанатска област,2015,4156.86
RS125,Севернобачка област,2015,4621.4
RS126,Средњобанатска област,2015,4618.26
RS127,Сремска област,2015,4419.06
RS211,Златиборска област,2015,3881.83
RS212,Колубарска област,2015,3972.9
RS213,Мачванска област,2015,3207.25
RS214,Моравичка област,2015,4258.13
RS215,Поморавска област,2015,3239.38
RS216,Расинска област,2015,3075.23
RS217,Рашка област,2015,2614.42
RS218,Шумадијска област,2015,4719.23
RS221,Борска област,2015,4042.07
RS222,Браничевска област,2015,4085.43
RS223,Зајечарска област,2015,3127.38
RS224,Јабланичка област,2015,2492.05
RS225,Нишавска област,2015,3530.93
RS226,Пиротска област,2015,4580.02
RS227,Подунавска област,2015,2127.2
RS228,Пчињска област,2015,2340.81
RS229,Топличка област,2015,2862.37
SI031,Pomurska,2015,12666.38
SI032,Podravska,2015,15549.32
SI033,Koroska,2015,15317.98
SI034,Savinjska,2015,17405.81
SI035,Zasavska,2015,10213.65
SI036,Posavska,2015,15792.18
SI037,Jugovzhodna Slovenija,2015,17947.6
SI038,Primorsko-notranjska,2015,14050.61
SI041,Osrednjeslovenska,2015,26540.16
SI042,Gorenjska,2015,16630.06
SI043,Goriska,2015,17276.03
SI044,Obalno-kraska,2015,18795.93
KSV,Kosovo,2015,3202.0
BIH,Brčko,2015,5199.874703
BIH,Federacija Bosna i Hercegovina,2015,4373.491738
BIH,Repuplika Srpska,2015,3758.206329
HR021,Bjelovarsko-bilogorska županija,2016,7757.53
HR022,Virovitičko-podravska županija,2016,6183.24
HR023,Požeško-slavonska županija,2016,6372.31
HR024,Brodsko-posavska županija,2016,6267.16
HR025,Osječko-baranjska županija,2016,8949.46
HR026,Vukovarsko-srijemska županija,2016,6672.06
HR027,Karlovačka županija,2016,8638.84
HR028,Sisačko-moslavačka županija,2016,8095.1
HR031,Primorsko-goranska zupanija,2016,13933.77
HR032,Licko-senjska zupanija,2016,8747.8
HR033,Zadarska zupanija,2016,9244.35
HR034,Sibensko-kninska zupanija,2016,8886.51
HR035,Splitsko-dalmatinska zupanija,2016,8897.64
HR036,Istarska zupanija,2016,14612.5
HR037,Dubrovacko-neretvanska zupanija,2016,11853.98
HR050,Grad Zagreb,2016,20398.15
HR061,Međimurska županija,2016,9393.64
HR062,Varaždinska županija,2016,9559.86
HR063,Koprivničko-križevačka županija,2016,8790.89
HR064,Krapinsko-zagorska županija,2016,7362.12
HR065,Zagrebačka županija,2016,8622.62
ME000,Crna Gora,2016,6045.8
MK001,Vardarski,2016,4741.98
MK002,Istocen,2016,4173.44
MK003,Jugozapaden,2016,3484.94
MK004,Jugoistocen,2016,5364.28
MK005,Pelagoniski,2016,4430.17
MK006,Poloski,2016,2079.63
MK007,Severoistocen,2016,2640.93
MK008,Skopski,2016,6457.08
RS110,Београдска област,2016,8805.91
RS121,Западнобачка област,2016,4072.78
RS122,Јужнобанатска област,2016,4668.47
RS123,Јужнобачка област,2016,6632.51
RS124,Севернобанатска област,2016,4206.31
RS125,Севернобачка област,2016,4869.71
RS126,Средњобанатска област,2016,4637.66
RS127,Сремска област,2016,4690.67
RS211,Златиборска област,2016,4174.62
RS212,Колубарска област,2016,4004.8
RS213,Мачванска област,2016,3244.37
RS214,Моравичка област,2016,4476.94
RS215,Поморавска област,2016,3261.73
RS216,Расинска област,2016,3136.57
RS217,Рашка област,2016,2652.5
RS218,Шумадијска област,2016,4643.34
RS221,Борска област,2016,4289.02
RS222,Браничевска област,2016,4185.02
RS223,Зајечарска област,2016,3050.27
RS224,Јабланичка област,2016,2603.21
RS225,Нишавска област,2016,3773.43
RS226,Пиротска област,2016,4661.0
RS227,Подунавска област,2016,2235.54
RS228,Пчињска област,2016,2335.25
RS229,Топличка област,2016,2994.32
SI031,Pomurska,2016,13214.78
SI032,Podravska,2016,15893.37
SI033,Koroska,2016,15764.57
SI034,Savinjska,2016,17852.24
SI035,Zasavska,2016,10391.44
SI036,Posavska,2016,16254.13
SI037,Jugovzhodna Slovenija,2016,18316.05
SI038,Primorsko-notranjska,2016,14547.53
SI041,Osrednjeslovenska,2016,27465.8
SI042,Gorenjska,2016,17039.13
SI043,Goriska,2016,17898.26
SI044,Obalno-kraska,2016,19366.66
HR021,Bjelovarsko-bilogorska županija,2016,7757.53
HR022,Virovitičko-podravska županija,2016,6183.24
HR023,Požeško-slavonska županija,2016,6372.31
HR024,Brodsko-posavska županija,2016,6267.16
HR025,Osječko-baranjska županija,2016,8949.46
HR026,Vukovarsko-srijemska županija,2016,6672.06
HR027,Karlovačka županija,2016,8638.84
HR028,Sisačko-moslavačka županija,2016,8095.1
HR031,Primorsko-goranska zupanija,2016,13933.77
HR032,Licko-senjska zupanija,2016,8747.8
HR033,Zadarska zupanija,2016,9244.35
HR034,Sibensko-kninska zupanija,2016,8886.51
HR035,Splitsko-dalmatinska zupanija,2016,8897.64
HR036,Istarska zupanija,2016,14612.5
HR037,Dubrovacko-neretvanska zupanija,2016,11853.98
HR050,Grad Zagreb,2016,20398.15
HR061,Međimurska županija,2016,9393.64
HR062,Varaždinska županija,2016,9559.86
HR063,Koprivničko-križevačka županija,2016,8790.89
HR064,Krapinsko-zagorska županija,2016,7362.12
HR065,Zagrebačka županija,2016,8622.62
ME000,Crna Gora,2016,6045.8
MK001,Vardarski,2016,4741.98
MK002,Istocen,2016,4173.44
MK003,Jugozapaden,2016,3484.94
MK004,Jugoistocen,2016,5364.28
MK005,Pelagoniski,2016,4430.17
MK006,Poloski,2016,2079.63
MK007,Severoistocen,2016,2640.93
MK008,Skopski,2016,6457.08
RS110,Београдска област,2016,8805.91
RS121,Западнобачка област,2016,4072.78
RS122,Јужнобанатска област,2016,4668.47
RS123,Јужнобачка област,2016,6632.51
RS124,Севернобанатска област,2016,4206.31
RS125,Севернобачка област,2016,4869.71
RS126,Средњобанатска област,2016,4637.66
RS127,Сремска област,2016,4690.67
RS211,Златиборска област,2016,4174.62
RS212,Колубарска област,2016,4004.8
RS213,Мачванска област,2016,3244.37
RS214,Моравичка област,2016,4476.94
RS215,Поморавска област,2016,3261.73
RS216,Расинска област,2016,3136.57
RS217,Рашка област,2016,2652.5
RS218,Шумадијска област,2016,4643.34
RS221,Борска област,2016,4289.02
RS222,Браничевска област,2016,4185.02
RS223,Зајечарска област,2016,3050.27
RS224,Јабланичка област,2016,2603.21
RS225,Нишавска област,2016,3773.43
RS226,Пиротска област,2016,4661.0
RS227,Подунавска област,2016,2235.54
RS228,Пчињска област,2016,2335.25
RS229,Топличка област,2016,2994.32
SI031,Pomurska,2016,13214.78
SI032,Podravska,2016,15893.37
SI033,Koroska,2016,15764.57
SI034,Savinjska,2016,17852.24
SI035,Zasavska,2016,10391.44
SI036,Posavska,2016,16254.13
SI037,Jugovzhodna Slovenija,2016,18316.05
SI038,Primorsko-notranjska,2016,14547.53
SI041,Osrednjeslovenska,2016,27465.8
SI042,Gorenjska,2016,17039.13
SI043,Goriska,2016,17898.26
SI044,Obalno-kraska,2016,19366.66
KSV,Kosovo,2016,3368.0
BIH,Brčko,2016,5010.932936
BIH,Federacija Bosna i Hercegovina,2016,5012.892526
BIH,Repuplika Srpska,2016,4705.740461
HR021,Bjelovarsko-bilogorska županija,2017,7928.5
HR022,Virovitičko-podravska županija,2017,6437.43
HR023,Požeško-slavonska županija,2017,6636.57
HR024,Brodsko-posavska županija,2017,6703.66
HR025,Osječko-baranjska županija,2017,9133.35
HR026,Vukovarsko-srijemska županija,2017,7070.82
HR027,Karlovačka županija,2017,8831.59
HR028,Sisačko-moslavačka županija,2017,8312.46
HR031,Primorsko-goranska zupanija,2017,14533.91
HR032,Licko-senjska zupanija,2017,9267.37
HR033,Zadarska zupanija,2017,9972.69
HR034,Sibensko-kninska zupanija,2017,9626.6
HR035,Splitsko-dalmatinska zupanija,2017,9255.64
HR036,Istarska zupanija,2017,15100.93
HR037,Dubrovacko-neretvanska zupanija,2017,12775.1
HR050,Grad Zagreb,2017,21272.87
HR061,Međimurska županija,2017,9908.06
HR062,Varaždinska županija,2017,10222.38
HR063,Koprivničko-križevačka županija,2017,9083.38
HR064,Krapinsko-zagorska županija,2017,7820.92
HR065,Zagrebačka županija,2017,9195.11
ME000,Crna Gora,2017,6330.16
MK001,Vardarski,2017,4707.1
MK002,Istocen,2017,4431.11
MK003,Jugozapaden,2017,3645.56
MK004,Jugoistocen,2017,5339.9
MK005,Pelagoniski,2017,4411.67
MK006,Poloski,2017,2147.01
MK007,Severoistocen,2017,2660.45
MK008,Skopski,2017,6448.62
RS110,Београдска област,2017,9022.66
RS121,Западнобачка област,2017,4258.96
RS122,Јужнобанатска област,2017,4763.46
RS123,Јужнобачка област,2017,6650.04
RS124,Севернобанатска област,2017,4274.02
RS125,Севернобачка област,2017,4924.9
RS126,Средњобанатска област,2017,4639.41
RS127,Сремска област,2017,5043.72
RS211,Златиборска област,2017,4212.41
RS212,Колубарска област,2017,4125.98
RS213,Мачванска област,2017,3363.49
RS214,Моравичка област,2017,4786.42
RS215,Поморавска област,2017,3274.27
RS216,Расинска област,2017,3238.39
RS217,Рашка област,2017,2744.89
RS218,Шумадијска област,2017,4461.68
RS221,Борска област,2017,4933.81
RS222,Браничевска област,2017,4152.52
RS223,Зајечарска област,2017,2975.46
RS224,Јабланичка област,2017,2663.22
RS225,Нишавска област,2017,3921.9
RS226,Пиротска област,2017,4760.35
RS227,Подунавска област,2017,2524.19
RS228,Пчињска област,2017,2444.76
RS229,Топличка област,2017,3118.77
SI031,Pomurska,2017,13774.29
SI032,Podravska,2017,16488.69
SI033,Koroska,2017,16326.79
SI034,Savinjska,2017,18658.46
SI035,Zasavska,2017,10716.16
SI036,Posavska,2017,16928.79
SI037,Jugovzhodna Slovenija,2017,19868.27
SI038,Primorsko-notranjska,2017,14773.51
SI041,Osrednjeslovenska,2017,28538.29
SI042,Gorenjska,2017,18139.15
SI043,Goriska,2017,18756.05
SI044,Obalno-kraska,2017,20784.31
HR021,Bjelovarsko-bilogorska županija,2017,7928.5
HR022,Virovitičko-podravska županija,2017,6437.43
HR023,Požeško-slavonska županija,2017,6636.57
HR024,Brodsko-posavska županija,2017,6703.66
HR025,Osječko-baranjska županija,2017,9133.35
HR026,Vukovarsko-srijemska županija,2017,7070.82
HR027,Karlovačka županija,2017,8831.59
HR028,Sisačko-moslavačka županija,2017,8312.46
HR031,Primorsko-goranska zupanija,2017,14533.91
HR032,Licko-senjska zupanija,2017,9267.37
HR033,Zadarska zupanija,2017,9972.69
HR034,Sibensko-kninska zupanija,2017,9626.6
HR035,Splitsko-dalmatinska zupanija,2017,9255.64
HR036,Istarska zupanija,2017,15100.93
HR037,Dubrovacko-neretvanska zupanija,2017,12775.1
HR050,Grad Zagreb,2017,21272.87
HR061,Međimurska županija,2017,9908.06
HR062,Varaždinska županija,2017,10222.38
HR063,Koprivničko-križevačka županija,2017,9083.38
HR064,Krapinsko-zagorska županija,2017,7820.92
HR065,Zagrebačka županija,2017,9195.11
ME000,Crna Gora,2017,6330.16
MK001,Vardarski,2017,4707.1
MK002,Istocen,2017,4431.11
MK003,Jugozapaden,2017,3645.56
MK004,Jugoistocen,2017,5339.9
MK005,Pelagoniski,2017,4411.67
MK006,Poloski,2017,2147.01
MK007,Severoistocen,2017,2660.45
MK008,Skopski,2017,6448.62
RS110,Београдска област,2017,9022.66
RS121,Западнобачка област,2017,4258.96
RS122,Јужнобанатска област,2017,4763.46
RS123,Јужнобачка област,2017,6650.04
RS124,Севернобанатска област,2017,4274.02
RS125,Севернобачка област,2017,4924.9
RS126,Средњобанатска област,2017,4639.41
RS127,Сремска област,2017,5043.72
RS211,Златиборска област,2017,4212.41
RS212,Колубарска област,2017,4125.98
RS213,Мачванска област,2017,3363.49
RS214,Моравичка област,2017,4786.42
RS215,Поморавска област,2017,3274.27
RS216,Расинска област,2017,3238.39
RS217,Рашка област,2017,2744.89
RS218,Шумадијска област,2017,4461.68
RS221,Борска област,2017,4933.81
RS222,Браничевска област,2017,4152.52
RS223,Зајечарска област,2017,2975.46
RS224,Јабланичка област,2017,2663.22
RS225,Нишавска област,2017,3921.9
RS226,Пиротска област,2017,4760.35
RS227,Подунавска област,2017,2524.19
RS228,Пчињска област,2017,2444.76
RS229,Топличка област,2017,3118.77
SI031,Pomurska,2017,13774.29
SI032,Podravska,2017,16488.69
SI033,Koroska,2017,16326.79
SI034,Savinjska,2017,18658.46
SI035,Zasavska,2017,10716.16
SI036,Posavska,2017,16928.79
SI037,Jugovzhodna Slovenija,2017,19868.27
SI038,Primorsko-notranjska,2017,14773.51
SI041,Osrednjeslovenska,2017,28538.29
SI042,Gorenjska,2017,18139.15
SI043,Goriska,2017,18756.05
SI044,Obalno-kraska,2017,20784.31
KSV,Kosovo,2017,3534.0
BIH,Brčko,2017,5299.892458
BIH,Federacija Bosna i Hercegovina,2017,5378.878098
BIH,Repuplika Srpska,2017,5036.255896
HR021,Bjelovarsko-bilogorska županija,2018,8450.22
HR022,Virovitičko-podravska županija,2018,6996.8
HR023,Požeško-slavonska županija,2018,7202.67
HR024,Brodsko-posavska županija,2018,7168.33
HR025,Osječko-baranjska županija,2018,9263.39
HR026,Vukovarsko-srijemska županija,2018,7606.28
HR027,Karlovačka županija,2018,8787.57
HR028,Sisačko-moslavačka županija,2018,8723.22
HR031,Primorsko-goranska zupanija,2018,14817.62
HR032,Licko-senjska zupanija,2018,9510.4
HR033,Zadarska zupanija,2018,10636.53
HR034,Sibensko-kninska zupanija,2018,9997.39
HR035,Splitsko-dalmatinska zupanija,2018,9522.3
HR036,Istarska zupanija,2018,15219.97
HR037,Dubrovacko-neretvanska zupanija,2018,13011.67
HR050,Grad Zagreb,2018,22175.28
HR061,Međimurska županija,2018,10331.2
HR062,Varaždinska županija,2018,11161.78
HR063,Koprivničko-križevačka županija,2018,9084.71
HR064,Krapinsko-zagorska županija,2018,8100.35
HR065,Zagrebačka županija,2018,9801.92
ME000,Crna Gora,2018,6653.17
MK001,Vardarski,2018,4889.11
MK002,Istocen,2018,4566.15
MK003,Jugozapaden,2018,3684.21
MK004,Jugoistocen,2018,5243.39
MK005,Pelagoniski,2018,4753.52
MK006,Poloski,2018,2184.76
MK007,Severoistocen,2018,2704.51
MK008,Skopski,2018,6636.81
RS110,Београдска област,2018,9603.95
RS121,Западнобачка област,2018,4096.11
RS122,Јужнобанатска област,2018,5117.07
RS123,Јужнобачка област,2018,6710.34
RS124,Севернобанатска област,2018,4416.51
RS125,Севернобачка област,2018,5035.68
RS126,Средњобанатска област,2018,5009.57
RS127,Сремска област,2018,5306.98
RS211,Златиборска област,2018,4217.0
RS212,Колубарска област,2018,4132.96
RS213,Мачванска област,2018,3435.73
RS214,Моравичка област,2018,4887.37
RS215,Поморавска област,2018,3375.56
RS216,Расинска област,2018,3398.9
RS217,Рашка област,2018,2952.65
RS218,Шумадијска област,2018,4356.73
RS221,Борска област,2018,5386.73
RS222,Браничевска област,2018,4720.1
RS223,Зајечарска област,2018,3170.44
RS224,Јабланичка област,2018,2657.94
RS225,Нишавска област,2018,4148.43
RS226,Пиротска област,2018,5018.27
RS227,Подунавска област,2018,3025.67
RS228,Пчињска област,2018,2602.51
RS229,Топличка област,2018,3306.82
SI031,Pomurska,2018,14380.83
SI032,Podravska,2018,17077.76
SI033,Koroska,2018,17192.59
SI034,Savinjska,2018,19170.51
SI035,Zasavska,2018,11087.57
SI036,Posavska,2018,17603.66
SI037,Jugovzhodna Slovenija,2018,20794.37
SI038,Primorsko-notranjska,2018,15234.91
SI041,Osrednjeslovenska,2018,29796.84
SI042,Gorenjska,2018,18996.86
SI043,Goriska,2018,19152.05
SI044,Obalno-kraska,2018,21687.54
HR021,Bjelovarsko-bilogorska županija,2018,8450.22
HR022,Virovitičko-podravska županija,2018,6996.8
HR023,Požeško-slavonska županija,2018,7202.67
HR024,Brodsko-posavska županija,2018,7168.33
HR025,Osječko-baranjska županija,2018,9263.39
HR026,Vukovarsko-srijemska županija,2018,7606.28
HR027,Karlovačka županija,2018,8787.57
HR028,Sisačko-moslavačka županija,2018,8723.22
HR031,Primorsko-goranska zupanija,2018,14817.62
HR032,Licko-senjska zupanija,2018,9510.4
HR033,Zadarska zupanija,2018,10636.53
HR034,Sibensko-kninska zupanija,2018,9997.39
HR035,Splitsko-dalmatinska zupanija,2018,9522.3
HR036,Istarska zupanija,2018,15219.97
HR037,Dubrovacko-neretvanska zupanija,2018,13011.67
HR050,Grad Zagreb,2018,22175.28
HR061,Međimurska županija,2018,10331.2
HR062,Varaždinska županija,2018,11161.78
HR063,Koprivničko-križevačka županija,2018,9084.71
HR064,Krapinsko-zagorska županija,2018,8100.35
HR065,Zagrebačka županija,2018,9801.92
ME000,Crna Gora,2018,6653.17
MK001,Vardarski,2018,4889.11
MK002,Istocen,2018,4566.15
MK003,Jugozapaden,2018,3684.21
MK004,Jugoistocen,2018,5243.39
MK005,Pelagoniski,2018,4753.52
MK006,Poloski,2018,2184.76
MK007,Severoistocen,2018,2704.51
MK008,Skopski,2018,6636.81
RS110,Београдска област,2018,9603.95
RS121,Западнобачка област,2018,4096.11
RS122,Јужнобанатска област,2018,5117.07
RS123,Јужнобачка област,2018,6710.34
RS124,Севернобанатска област,2018,4416.51
RS125,Севернобачка област,2018,5035.68
RS126,Средњобанатска област,2018,5009.57
RS127,Сремска област,2018,5306.98
RS211,Златиборска област,2018,4217.0
RS212,Колубарска област,2018,4132.96
RS213,Мачванска област,2018,3435.73
RS214,Моравичка област,2018,4887.37
RS215,Поморавска област,2018,3375.56
RS216,Расинска област,2018,3398.9
RS217,Рашка област,2018,2952.65
RS218,Шумадијска област,2018,4356.73
RS221,Борска област,2018,5386.73
RS222,Браничевска област,2018,4720.1
RS223,Зајечарска област,2018,3170.44
RS224,Јабланичка област,2018,2657.94
RS225,Нишавска област,2018,4148.43
RS226,Пиротска област,2018,5018.27
RS227,Подунавска област,2018,3025.67
RS228,Пчињска област,2018,2602.51
RS229,Топличка област,2018,3306.82
SI031,Pomurska,2018,14380.83
SI032,Podravska,2018,17077.76
SI033,Koroska,2018,17192.59
SI034,Savinjska,2018,19170.51
SI035,Zasavska,2018,11087.57
SI036,Posavska,2018,17603.66
SI037,Jugovzhodna Slovenija,2018,20794.37
SI038,Primorsko-notranjska,2018,15234.91
SI041,Osrednjeslovenska,2018,29796.84
SI042,Gorenjska,2018,18996.86
SI043,Goriska,2018,19152.05
SI044,Obalno-kraska,2018,21687.54
KSV,Kosovo,2018,3715.0
BIH,Brčko,2018,5721.716947
BIH,Federacija Bosna i Hercegovina,2018,6043.850748
BIH,Repuplika Srpska,2018,5614.973973
HR021,Bjelovarsko-bilogorska županija,2019,8618.04
HR022,Virovitičko-podravska županija,2019,7401.23
HR023,Požeško-slavonska županija,2019,7660.75
HR024,Brodsko-posavska županija,2019,7784.21
HR025,Osječko-baranjska županija,2019,9768.42
HR026,Vukovarsko-srijemska županija,2019,8173.33
HR027,Karlovačka županija,2019,8931.55
HR028,Sisačko-moslavačka županija,2019,9156.2
HR031,Primorsko-goranska zupanija,2019,14419.19
HR032,Licko-senjska zupanija,2019,9975.53
HR033,Zadarska zupanija,2019,10962.53
HR034,Sibensko-kninska zupanija,2019,10473.89
HR035,Splitsko-dalmatinska zupanija,2019,10251.77
HR036,Istarska zupanija,2019,15532.02
HR037,Dubrovacko-neretvanska zupanija,2019,13978.41
HR050,Grad Zagreb,2019,23128.76
HR061,Međimurska županija,2019,10997.45
HR062,Varaždinska županija,2019,11612.21
HR063,Koprivničko-križevačka županija,2019,9727.74
HR064,Krapinsko-zagorska županija,2019,8564.3
HR065,Zagrebačka županija,2019,10320.86
ME000,Crna Gora,2019,6925.71
MK001,Vardarski,2019,5263.75
MK002,Istocen,2019,4670.18
MK003,Jugozapaden,2019,3713.78
MK004,Jugoistocen,2019,5364.25
MK005,Pelagoniski,2019,4981.7
MK006,Poloski,2019,2296.56
MK007,Severoistocen,2019,2731.14
MK008,Skopski,2019,6918.33
RS110,Београдска област,2019,10169.83
RS121,Западнобачка област,2019,4278.18
RS122,Јужнобанатска област,2019,5313.7
RS123,Јужнобачка област,2019,6916.98
RS124,Севернобанатска област,2019,4604.55
RS125,Севернобачка област,2019,5225.61
RS126,Средњобанатска област,2019,5219.27
RS127,Сремска област,2019,5508.47
RS211,Златиборска област,2019,4438.71
RS212,Колубарска област,2019,4445.95
RS213,Мачванска област,2019,3495.1
RS214,Моравичка област,2019,4926.19
RS215,Поморавска област,2019,3731.25
RS216,Расинска област,2019,3687.46
RS217,Рашка област,2019,2920.72
RS218,Шумадијска област,2019,4618.17
RS221,Борска област,2019,6439.95
RS222,Браничевска област,2019,4422.24
RS223,Зајечарска област,2019,2944.39
RS224,Јабланичка област,2019,2905.3
RS225,Нишавска област,2019,4494.16
RS226,Пиротска област,2019,4923.54
RS227,Подунавска област,2019,2640.14
RS228,Пчињска област,2019,2750.6
RS229,Топличка област,2019,3465.14
SI031,Pomurska,2019,14772.69
SI032,Podravska,2019,17780.07
SI033,Koroska,2019,17607.19
SI034,Savinjska,2019,19736.59
SI035,Zasavska,2019,11544.26
SI036,Posavska,2019,18441.95
SI037,Jugovzhodna Slovenija,2019,21794.43
SI038,Primorsko-notranjska,2019,15205.45
SI041,Osrednjeslovenska,2019,30552.22
SI042,Gorenjska,2019,19481.74
SI043,Goriska,2019,19395.71
SI044,Obalno-kraska,2019,21427.34
HR021,Bjelovarsko-bilogorska županija,2019,8618.04
HR022,Virovitičko-podravska županija,2019,7401.23
HR023,Požeško-slavonska županija,2019,7660.75
HR024,Brodsko-posavska županija,2019,7784.21
HR025,Osječko-baranjska županija,2019,9768.42
HR026,Vukovarsko-srijemska županija,2019,8173.33
HR027,Karlovačka županija,2019,8931.55
HR028,Sisačko-moslavačka županija,2019,9156.2
HR031,Primorsko-goranska zupanija,2019,14419.19
HR032,Licko-senjska zupanija,2019,9975.53
HR033,Zadarska zupanija,2019,10962.53
HR034,Sibensko-kninska zupanija,2019,10473.89
HR035,Splitsko-dalmatinska zupanija,2019,10251.77
HR036,Istarska zupanija,2019,15532.02
HR037,Dubrovacko-neretvanska zupanija,2019,13978.41
HR050,Grad Zagreb,2019,23128.76
HR061,Međimurska županija,2019,10997.45
HR062,Varaždinska županija,2019,11612.21
HR063,Koprivničko-križevačka županija,2019,9727.74
HR064,Krapinsko-zagorska županija,2019,8564.3
HR065,Zagrebačka županija,2019,10320.86
ME000,Crna Gora,2019,6925.71
MK001,Vardarski,2019,5263.75
MK002,Istocen,2019,4670.18
MK003,Jugozapaden,2019,3713.78
MK004,Jugoistocen,2019,5364.25
MK005,Pelagoniski,2019,4981.7
MK006,Poloski,2019,2296.56
MK007,Severoistocen,2019,2731.14
MK008,Skopski,2019,6918.33
RS110,Београдска област,2019,10169.83
RS121,Западнобачка област,2019,4278.18
RS122,Јужнобанатска област,2019,5313.7
RS123,Јужнобачка област,2019,6916.98
RS124,Севернобанатска област,2019,4604.55
RS125,Севернобачка област,2019,5225.61
RS126,Средњобанатска област,2019,5219.27
RS127,Сремска област,2019,5508.47
RS211,Златиборска област,2019,4438.71
RS212,Колубарска област,2019,4445.95
RS213,Мачванска област,2019,3495.1
RS214,Моравичка област,2019,4926.19
RS215,Поморавска област,2019,3731.25
RS216,Расинска област,2019,3687.46
RS217,Рашка област,2019,2920.72
RS218,Шумадијска област,2019,4618.17
RS221,Борска област,2019,6439.95
RS222,Браничевска област,2019,4422.24
RS223,Зајечарска област,2019,2944.39
RS224,Јабланичка област,2019,2905.3
RS225,Нишавска област,2019,4494.16
RS226,Пиротска област,2019,4923.54
RS227,Подунавска област,2019,2640.14
RS228,Пчињска област,2019,2750.6
RS229,Топличка област,2019,3465.14
SI031,Pomurska,2019,14772.69
SI032,Podravska,2019,17780.07
SI033,Koroska,2019,17607.19
SI034,Savinjska,2019,19736.59
SI035,Zasavska,2019,11544.26
SI036,Posavska,2019,18441.95
SI037,Jugovzhodna Slovenija,2019,21794.43
SI038,Primorsko-notranjska,2019,15205.45
SI041,Osrednjeslovenska,2019,30552.22
SI042,Gorenjska,2019,19481.74
SI043,Goriska,2019,19395.71
SI044,Obalno-kraska,2019,21427.34
KSV,Kosovo,2019,3959.0
BIH,Brčko,2019,6031.821603
BIH,Federacija Bosna i Hercegovina,2019,6061.808256
BIH,Repuplika Srpska,2019,5636.667516
HR021,Bjelovarsko-bilogorska županija,2020,8491.01
HR022,Virovitičko-podravska županija,2020,7114.27
HR023,Požeško-slavonska županija,2020,7217.28
HR024,Brodsko-posavska županija,2020,7491.33
HR025,Osječko-baranjska županija,2020,9643.27
HR026,Vukovarsko-srijemska županija,2020,8056.42
HR027,Karlovačka županija,2020,8773.69
HR028,Sisačko-moslavačka županija,2020,8304.58
HR031,Primorsko-goranska zupanija,2020,12850.27
HR032,Licko-senjska zupanija,2020,9688.02
HR033,Zadarska zupanija,2020,10186.21
HR034,Sibensko-kninska zupanija,2020,9653.5
HR035,Splitsko-dalmatinska zupanija,2020,8989.07
HR036,Istarska zupanija,2020,12562.32
HR037,Dubrovacko-neretvanska zupanija,2020,10435.61
HR050,Grad Zagreb,2020,21535.97
HR061,Međimurska županija,2020,10678.36
HR062,Varaždinska županija,2020,11273.94
HR063,Koprivničko-križevačka županija,2020,9325.58
HR064,Krapinsko-zagorska županija,2020,7910.92
HR065,Zagrebačka županija,2020,10055.87
ME000,Crna Gora,2020,5872.43
MK001,Vardarski,2020,5000.5
MK002,Istocen,2020,4523.81
MK003,Jugozapaden,2020,3519.03
MK004,Jugoistocen,2020,4994.49
MK005,Pelagoniski,2020,4743.3
MK006,Poloski,2020,2208.43
MK007,Severoistocen,2020,2594.98
MK008,Skopski,2020,6634.13
RS110,Београдска област,2020,10049.81
RS121,Западнобачка област,2020,4311.16
RS122,Јужнобанатска област,2020,5325.66
